  ktime
 9999
  time [S], rpp
  12.1704972  626.677084 878
  12.1804972  626.662904 879
  12.1904972  626.650452 880
  12.2004972  626.634462 881
  12.2104972  626.640106 882
  12.2204972  626.630679 883
  12.2304972  626.609815 884
  12.2404972  626.59115 885
  12.2504972  626.581461 886
  12.2604972  626.573039 887
  12.2704972  626.568573 888
  12.2804972  626.561403 889
  12.2904972  626.560026 890
  12.3004972  626.56588 891
  12.3104972  626.570796 892
  12.3204972  626.575689 893
  12.3304972  626.590237 894
  12.3404972  626.610604 895
  12.3504972  626.633077 896
  12.3604972  626.655783 897
  12.3704972  626.674868 898
  12.3804972  626.726167 899
  12.3904972  626.763586 900
  12.4004972  626.797872 901
  12.4104972  626.834666 902
  12.4204972  626.898661 903
  12.4304972  626.935231 904
  12.4404972  626.98611 905
  12.4504972  627.046122 906
  12.4604972  627.093194 907
  12.4704972  627.147118 908
  12.4804972  627.197689 909
  12.4904972  627.257944 910
  12.5004972  627.319618 911
  12.5104972  627.377986 912
  12.5204972  627.468935 913
  12.5304972  627.523754 914
  12.5404972  627.609954 915
  12.5504972  627.700868 916
  12.5604972  627.767899 917
  12.5704972  627.857959 918
  12.5804972  627.945401 919
  12.5904972  628.033576 920
  12.6004972  628.122913 921
  12.6104972  628.21355 922
  12.6204972  628.308686 923
  12.6304972  628.415072 924
  12.6404972  628.495102 925
  12.6504972  628.625149 926
  12.6604972  628.726668 927
  12.6704972  628.821548 928
  12.6804972  628.923427 929
  12.6904972  629.041283 930
  12.7004972  629.147262 931
  12.7104972  629.251569 932
  12.7204972  629.359532 933
  12.7304972  629.454999 934
  12.7404972  629.563909 935
  12.7504972  629.679617 936
  12.7604972  629.787432 937
  12.7704972  629.891134 938
  12.7804972  630.004408 939
  12.7904972  630.118236 940
  12.8004972  630.22641 941
  12.8104972  630.332539 942
  12.8204972  630.442811 943
  12.8304972  630.557054 944
  12.8404972  630.673074 945
  12.8504972  630.774242 946
  12.8604972  630.873519 947
  12.8704972  630.978744 948
  12.8804972  631.078466 949
  12.8904972  631.167408 950
  12.9004972  631.257518 951
  12.9104972  631.346972 952
  12.9204972  631.440479 953
  12.9304972  631.52174 954
  12.9404972  631.606393 955
  12.9504972  631.684475 956
  12.9604972  631.756369 957
  12.9704972  631.821495 958
  12.9804972  631.862542 959
  12.9904972  631.926528 960
  13.0004972  631.968813 961
  13.0104972  632.023715 962
  13.0204972  632.041019 963
  13.0304972  632.076574 964
  13.0404972  632.101566 965
  13.0504972  632.11135 966
  13.0604972  632.115942 967
  13.0704972  632.111174 968
  13.0804972  632.102431 969
  13.0904972  632.085939 970
  13.1004972  632.05663 971
  13.1104972  632.026089 972
  13.1204972  631.99676 973
  13.1304972  631.947285 974
  13.1404972  631.873296 975
  13.1504972  631.832503 976
  13.1604972  631.796317 977
  13.1704972  631.724685 978
  13.1804972  631.643237 979
  13.1904972  631.592579 980
  13.2004972  631.474361 981
  13.2104972  631.377503 982
  13.2204972  631.279772 983
  13.2304972  631.194873 984
  13.2404972  631.086644 985
  13.2504972  630.971214 986
  13.2604972  630.85577 987
  13.2704972  630.744206 988
  13.2804972  630.657341 989
  13.2904973  630.518781 990
  13.3004973  630.383208 991
  13.3104973  630.240565 992
  13.3204973  630.113862 993
  13.3304973  629.976295 994
  13.3404973  629.823753 995
  13.3504973  629.672704 996
